#        40000 elelement DATA vector
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000   0.00241299    0.0208494    0.0972859     0.245145
     0.333591     0.245145    0.0972859    0.0217427    0.0101310    0.0360133
    0.0907479     0.123489    0.0907479    0.0360133   0.00771805  0.000893243
      0.00000  0.000880099   0.00760448    0.0354834    0.0894125     0.121672
    0.0894125    0.0354834   0.00760448  0.000880099      0.00000      0.00000
      0.00000      0.00000      0.00000   0.00752752    0.0650414     0.303491
     0.764749      1.04066     0.764749     0.303491    0.0650414   0.00752752
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000  2.65822e-05
  0.000229683   0.00113636   0.00325908   0.00630299   0.00945780    0.0109051
   0.00911128   0.00603213   0.00368546   0.00216118   0.00107807  0.000374293
  7.54913e-05  8.73694e-06      0.00000      0.00000      0.00000      0.00000
  1.38127e-07  1.19348e-06  5.56892e-06  1.40328e-05  1.90957e-05  1.40328e-05
  5.56892e-06  1.19348e-06  1.38127e-07      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000  0.000766243   0.00662070    0.0308930
    0.0778455     0.105931    0.0778455    0.0308930   0.00662070  0.000766243
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000  0.000113890  0.000984063   0.00459175
    0.0115705    0.0157450    0.0115705   0.00462348   0.00125821   0.00139308
   0.00322336   0.00438631   0.00322336   0.00127919  0.000274144  3.17279e-05
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000  1.55576e-05  0.000134425  0.000627244   0.00158056
   0.00215080   0.00158056  0.000627244  0.000134425  1.55576e-05      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000   0.00328358    0.0283717
     0.132386     0.333591     0.453947     0.333591     0.132386    0.0290281
   0.00895532    0.0264650    0.0666876    0.0907479    0.0666876    0.0264650
   0.00567174  0.000656415      0.00000  0.000646756   0.00558828    0.0260756
    0.0657063    0.0894125    0.0657063    0.0260756   0.00558828  0.000646756
      0.00000      0.00000      0.00000  4.64285e-05  0.000401165    0.0121153
    0.0932245     0.419406      1.04538      1.41799      1.04106     0.413033
    0.0885076    0.0102434      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000  0.000229683   0.00198457   0.00942310    0.0247416    0.0384227
    0.0407702    0.0359997    0.0296331    0.0240590    0.0195258    0.0147461
   0.00855813   0.00314647  0.000652281  7.54913e-05      0.00000      0.00000
      0.00000      0.00000  1.19348e-06  1.03122e-05  4.81181e-05  0.000121250
  0.000164996  0.000121250  4.81181e-05  1.03122e-05  1.19348e-06      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000   0.00357538
    0.0308930     0.144150     0.363236     0.494288     0.363236     0.144150
    0.0308930   0.00357538      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000  0.000531423
   0.00459175    0.0214257    0.0539893    0.0734681    0.0539893    0.0214688
   0.00496481   0.00227213   0.00438631   0.00596885   0.00438631   0.00174071
  0.000373053  4.31750e-05      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000  0.000134425   0.00116150
   0.00541969    0.0136568    0.0185840    0.0136568   0.00541969   0.00116150
  0.000134425      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000   0.00379738
    0.0328112     0.153101     0.385790     0.524979     0.385790     0.153101
    0.0328112   0.00379738      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
   0.00241299    0.0208494    0.0972859     0.245145     0.333591     0.245145
    0.0972859    0.0211099   0.00466383    0.0105026    0.0264650    0.0360133
    0.0264650    0.0105026   0.00225083  0.000260498      0.00000  0.000256665
   0.00221771    0.0103481    0.0260756    0.0354834    0.0260756    0.0103481
   0.00221771  0.000256665      0.00000      0.00000      0.00000  0.000401165
   0.00346626    0.0237015     0.105797     0.358951     0.805504      1.05684
     0.768215     0.303892    0.0650414   0.00752752      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000   0.00115809    0.0100064    0.0469129
     0.119570     0.169298     0.142411    0.0881338    0.0618973    0.0601255
    0.0640315    0.0593686    0.0380259    0.0144611   0.00304362  0.000352251
      0.00000      0.00000      0.00000      0.00000  5.56892e-06  4.81181e-05
  0.000224525  0.000565767  0.000769890  0.000565767  0.000224525  4.81181e-05
  5.56892e-06      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000   0.00900939    0.0778455     0.363236     0.915298      1.24553
     0.915298     0.363236    0.0778455   0.00900939      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000   0.00133910    0.0115705    0.0540136     0.136255     0.186110
     0.138518    0.0573910    0.0143374   0.00364848   0.00349985   0.00445926
   0.00324264   0.00128332  0.000274623  3.17279e-05      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000  8.84868e-07  7.90337e-06  3.79022e-05
  0.000100286  0.000148510  0.000125521  6.18544e-05  1.80347e-05  3.11135e-06
  2.57681e-07      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
  0.000627244   0.00541969    0.0252889    0.0637240    0.0867150    0.0637240
    0.0252889   0.00541969  0.000627244      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000    0.0328112     0.283504      1.32286      3.33341      4.53607
      3.33341      1.32286     0.283504    0.0328112      0.00000      0.00000
